사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-07,수인선,351,원인재,36,8,3024,809,6850,2430,12690,4839,13517,6773,7080,4080,5721,4089,5635,4457,5572,4748,5628,4914,4698,4857,4944,6141,5542,7364,6356,9797,6616,14514,4262,10594,3479,7154,3447,6938,2608,6182,847,3278,24,388,0,0,0,0,0,0
2021-07,수인선,352,연수,8,0,2645,917,6450,2257,13835,4098,11138,9595,5214,5171,5013,3887,5180,4332,5341,5231,5637,5107,5351,5212,5431,5530,5900,6800,6918,9647,8015,13601,4604,8627,3960,6288,4538,5429,3671,4084,1171,2483,10,401,0,0,0,0,0,0
2021-07,수인선,353,송도,11,0,1767,297,4306,1332,8903,2032,8217,3298,3653,2200,3047,2239,2991,2374,3791,2600,3579,2383,2925,2626,3113,3059,3239,4095,3279,5313,3313,7965,2107,4965,1348,3088,1097,3182,880,2717,326,1330,1,288,0,0,0,0,0,0
2021-07,수인선,354,인하대,32,0,3359,461,9511,2532,21293,3947,15918,9262,7234,5292,5765,4463,5905,4459,6718,5296,6266,5088,5782,5482,6455,6369,8927,7504,8850,12840,8259,20593,4844,10861,3958,8024,3977,7347,3216,5608,1132,2883,25,589,1,0,0,0,0,0
2021-07,수인선,355,숭의,10,0,3281,1006,5766,3080,12169,7622,9568,10948,5497,4377,4725,3665,4740,3179,4932,3676,4595,4274,4435,3569,5154,3792,5788,4970,8992,7089,8462,9713,3490,6000,2159,4235,1749,4731,1474,3176,590,1579,7,296,0,0,0,0,0,0
2021-07,수인선,356,신포,2,0,1180,333,1391,1031,2873,3360,2620,7468,1800,2410,1401,2311,1857,2093,2077,2391,2129,2361,2330,1967,2727,2302,3287,2742,4037,2790,6332,3721,2342,2078,1924,1277,1615,1314,1094,1160,201,419,1,89,0,0,0,0,0,0
2021-07,수인선,357,인천,80,2,667,166,830,1090,2207,2681,1811,3879,1245,1663,1281,1949,1547,3048,1889,3586,2114,3325,2345,3700,2595,4549,3198,3724,3270,3164,2105,3689,1290,2686,1094,1871,1058,1533,650,1469,107,724,1,147,0,0,0,0,0,0
2021-07,경강선,238,판교,32,0,774,14,1962,6109,4220,10633,2797,23135,1939,15884,1877,6643,2664,5627,2874,4294,3384,3882,4323,3572,6257,3257,6766,3771,12259,5017,19268,4280,13510,3450,10836,1523,7551,1407,3672,1000,846,522,1,164,0,0,0,0,0,0
2021-07,경강선,239,이매,4,1,723,35,1546,751,3903,1563,3033,2594,1414,1461,1126,825,1146,1062,1183,878,1204,1034,1197,879,1354,999,1368,1194,2004,1949,2148,2600,1120,2264,873,994,1060,990,870,656,273,270,7,112,1,0,0,0,0,0
2021-07,경강선,240,삼동,2,0,1209,219,3997,1152,10117,2368,11688,2283,5606,1077,3321,1049,2478,1398,2091,1480,2028,1660,1756,2040,1624,2290,1922,3296,2990,4865,2823,8261,1170,7230,838,4242,691,3903,348,2760,117,958,1,39,0,0,0,0,0,0
2021-07,경강선,241,경기광주,0,0,2235,270,12576,2242,31973,4520,31307,7948,15148,4059,9345,3462,8150,4165,8225,4887,7223,6098,6139,6113,5968,7464,6840,9966,8149,14270,7220,29098,4132,24965,2709,13310,2277,10973,1232,7550,401,4025,1,28,0,0,0,0,0,0
2021-07,경강선,242,초월,4,0,1311,116,4770,1299,11939,4004,12618,4856,6324,1716,3766,1697,3412,1805,3273,1840,3098,2297,2524,2256,2727,3004,3578,3924,4695,4826,4817,10864,1840,8068,1362,6902,1046,4307,510,4157,234,2413,1,1,0,0,0,0,0,0
2021-07,경강선,243,곤지암,0,0,666,186,1919,1945,6046,5294,5739,4801,3332,2132,2273,1826,2410,1881,2613,2477,2377,2311,2476,2230,2653,2483,3104,2955,5554,4002,5843,5118,2441,5259,1551,3023,884,3123,339,1947,175,1271,0,0,0,0,0,0,0,0
2021-07,경강선,244,신둔도예촌,0,0,622,188,1957,493,5031,2114,3507,2987,2209,1237,1650,797,1403,1080,1549,1236,1413,1195,1282,1123,1231,1331,1813,1599,3347,2547,2748,3271,1204,3860,903,2108,682,1981,260,1423,104,923,0,0,0,0,0,0,0,0
2021-07,경강선,245,이천,4,0,708,30,2520,1358,6567,5347,5198,6606,4001,3684,3416,2466,3511,3240,3336,3144,3433,3538,3094,3222,3316,3429,4334,3616,4868,4581,6505,7003,3287,5380,2603,4484,2121,2390,1011,3146,290,1262,0,235,0,0,0,0,0,0
2021-07,경강선,246,부발,4,0,719,31,2273,1293,4419,4442,3760,4226,2708,1731,2285,1396,2384,1617,2505,1726,2255,1875,2310,1669,2627,1753,3079,2278,4974,3133,5041,3760,2216,4476,1762,3250,1149,2483,630,2435,244,1772,4,664,0,0,0,0,0,0
2021-07,경강선,247,세종대왕릉,0,0,243,17,489,118,848,586,734,608,499,369,481,353,386,456,380,389,447,260,426,469,431,442,511,538,600,524,715,599,238,778,158,305,103,379,34,162,7,201,1,39,0,0,0,0,0,0
2021-07,경강선,248,여주,15,1,1026,10,2804,637,4544,2799,4253,2711,2900,2500,2999,2087,2874,2627,2920,3392,3205,2960,3452,2975,3482,2993,3879,4041,3690,3646,2937,4335,2354,5533,1784,3832,1151,1945,585,2129,133,1742,1,606,0,0,0,0,0,0
2021-07,5호선,385,방화,5,0,4566,5,10080,3590,25407,5178,22133,12657,12370,6658,9292,5427,8827,6024,9202,7026,8828,7158,7654,7107,7850,8265,8801,9160,8605,11583,9805,19038,4250,18887,3241,10654,2548,9158,1887,8541,497,3977,0,440,0,0,0,0,0,0
2021-07,5호선,386,개화산,3,0,3949,449,7304,3261,20162,5293,17469,10991,9415,5199,6864,4858,6197,4680,6621,5193,6485,5294,5973,5350,5517,6464,6184,7083,8260,9079,10138,14224,4579,14238,3077,7999,2338,7325,1890,7154,401,3288,2,322,0,0,0,0,0,0
2021-07,5호선,387,김포공항,6,1,392,2025,1778,8391,4761,13510,7004,16465,7896,11406,6881,11373,9882,12851,10538,13912,12181,16024,13608,16214,15264,14389,14695,13639,19227,15328,25273,14035,15803,9137,14974,4267,14462,1885,9268,1271,1725,527,18,41,0,0,0,0,0,0
2021-07,5호선,388,송정,24,1,3660,1225,7918,4571,19506,7115,19857,11792,12174,6785,9308,6151,8247,6458,8215,7162,7904,7007,7603,7160,7676,8799,8773,9412,11474,11138,12379,17474,6610,14533,4346,8886,4032,7683,3286,7787,866,3336,2,271,0,0,0,0,0,0
2021-07,5호선,389,마곡,3,1,2165,1718,7006,5853,21864,11646,20821,42968,11081,27228,9179,12721,9169,9490,9584,10251,10080,10484,11056,9856,12745,9689,15968,10547,24675,13072,36685,20480,14622,17583,9727,8740,8173,7234,6327,7144,1422,3261,5,293,0,0,0,0,0,0
2021-07,5호선,390,발산,4,1,2902,2354,8658,14050,24009,31241,24261,91837,15605,51642,15999,24243,18174,21216,19999,22484,20681,23200,23504,21797,27115,20677,34417,21339,51329,25564,73707,37779,32239,27999,22846,13559,23863,10601,20417,9819,2789,3862,4,407,0,0,0,0,0,0
2021-07,5호선,391,우장산,0,0,6292,743,18738,4738,49240,11152,48725,18602,25013,13287,18517,12083,18141,12474,19307,13309,17597,15255,15698,15745,16594,17996,17115,21063,18164,27448,16534,48089,9797,38226,7115,20920,6210,16994,5107,18443,846,7664,3,241,0,0,0,0,0,0
2021-07,5호선,392,화곡,115,1,22170,1637,37700,10840,104983,13916,129599,25718,61598,21903,37472,16895,32305,17987,32859,20667,30456,23550,26288,24944,25712,31782,28668,39483,31347,58069,31700,108623,18799,84585,13891,47045,12040,40493,9276,38036,2029,18027,3,735,0,0,0,0,0,0
2021-07,5호선,393,까치산,136,0,24047,1371,40596,8253,112411,10761,140415,20838,67761,17648,38911,18410,33397,20227,34194,23020,32019,25220,27573,27777,25502,36518,26541,44442,26907,62342,27405,114691,17163,93543,13608,53653,11841,49092,9913,43271,2622,20320,2,781,0,0,0,0,0,0
2021-07,5호선,394,신정(은행정),82,0,11903,703,21814,3342,60067,6361,71882,12668,32404,8133,16733,7084,13646,7562,13966,8356,13075,9426,10874,10444,10174,14176,10639,17128,13102,25366,13697,44502,7069,35255,5168,19932,4369,17856,3773,18218,950,7629,1,117,0,0,0,0,0,0
2021-07,5호선,395,목동,5,0,7620,1053,18835,6588,52387,13897,61935,27483,29805,20174,19596,14818,18126,13730,18851,15727,18702,18309,17991,17925,17462,20933,19221,25233,23230,38926,27052,70941,13991,51746,11444,26322,11393,22889,12501,20860,2001,9154,0,124,0,0,0,0,0,0
2021-07,5호선,396,오목교(목동운동장앞),0,0,4326,1670,13101,8316,42407,28997,48791,67811,24035,52647,17963,27821,19381,26630,22911,27784,23796,29914,24113,26708,27397,27360,32273,30785,43550,42085,65095,68650,33656,43469,34769,21315,26927,17804,26210,16754,3350,6796,0,17,0,0,0,0,0,0
2021-07,5호선,397,양평,0,0,1838,703,5987,3061,20882,8701,23917,35454,9637,13992,6373,5353,5775,4821,6348,4841,6515,5401,5924,4992,6472,5741,7064,6723,14217,10403,30030,20597,8517,14856,4969,7852,4143,7260,3108,7248,708,2709,1,13,0,0,0,0,0,0
2021-07,5호선,398,영등포구청,1,0,923,656,2072,2410,6527,5804,8836,20938,4449,8653,3411,4072,3467,3357,3452,3411,3758,3560,3724,3570,4443,3629,5187,3776,8543,4953,17699,9178,5944,5111,3324,3066,3223,2613,2463,2850,599,1012,2,1,0,0,0,0,0,0
2021-07,5호선,399,영등포시장,2,0,2503,1052,5393,4992,18391,13309,26249,35898,11966,20511,8647,12150,9297,10564,10028,10713,10812,12083,10194,11143,12421,10439,14007,10595,21040,13918,32097,25012,13644,15744,8850,8745,8119,7952,5993,8490,1347,3025,0,5,0,0,0,0,0,0
2021-07,5호선,400,신길,35,0,1552,511,3681,1847,11819,4526,17708,13490,6752,5612,3407,2518,3085,2606,3557,2912,3731,3475,2957,3015,3252,3483,3934,4398,5976,8204,12252,15989,4069,9782,2556,5973,2893,6202,2288,6499,708,2221,1,27,0,0,0,0,0,0
2021-07,5호선,401,여의도,2,0,1664,2346,3795,20589,8892,122011,12061,190142,10198,64717,10146,23837,15112,21138,14635,21052,17857,22445,21977,18861,28327,16867,37639,16306,111336,19074,151265,24650,55521,12462,38475,6794,30941,5331,18126,5233,2604,1990,2,1039,0,0,0,0,0,0
2021-07,5호선,402,여의나루,1,0,1383,1175,2287,8978,4420,32760,7175,52924,4227,22136,3692,10880,4485,10081,5547,10123,5948,11295,6663,11361,10278,10911,14042,10440,29424,11478,44147,14648,19395,10743,24122,7005,18860,4672,13978,4153,3880,1324,4,264,0,0,0,0,0,0
2021-07,5호선,403,마포,21,0,2387,1470,7237,9341,21771,22226,29509,66424,15167,33122,11444,14540,11633,13252,12727,12885,14403,12945,13747,11733,15086,11674,18715,13841,32991,19990,54408,33703,20361,20631,13863,10703,15465,8759,11082,8667,2058,3561,6,440,0,0,0,0,0,0
2021-07,5호선,404,공덕,6,0,1763,1053,5198,6593,18845,28941,25464,73721,11982,36067,9444,14768,10879,12239,12387,11703,13945,12029,13142,11162,13985,11296,17763,12828,32978,19319,61808,35545,22719,18978,15075,9803,15407,7987,11724,8081,1825,3096,5,278,0,0,0,0,0,0
2021-07,5호선,405,애오개,0,0,2118,650,4606,3743,15257,9757,21466,27439,10396,11138,6989,6518,7175,5736,7542,6101,7642,6611,7083,6566,7907,6606,8381,7501,12146,10385,21481,18494,7368,11615,4957,6523,3909,5610,3133,6000,683,2521,0,895,0,0,0,0,0,0
2021-07,5호선,406,충정로(경기대입구),18,1,1088,214,2048,1760,5860,9594,8477,29866,4335,14508,3385,3880,3699,3184,3865,3346,4471,3596,4526,3418,4601,3268,5602,3416,12274,5106,26461,8761,7446,5512,4525,3507,3714,3459,2560,3722,395,1484,0,82,0,0,0,0,0,0
2021-07,5호선,407,서대문,6,0,2800,1013,5698,13539,15482,61712,20256,143811,14715,37264,14137,16843,16105,13257,16104,13346,15007,16666,16973,13024,21629,11478,25953,11142,54281,14423,106029,20198,28253,12093,18770,7686,14734,7317,10447,6819,1874,2822,1,225,0,0,0,0,0,0
2021-07,5호선,408,광화문(세종문화회관),3,0,870,639,3152,22971,7761,69655,12293,230837,10449,89964,11292,34712,16321,32919,19469,29065,24796,32337,28326,25086,35090,21530,46761,20474,81257,24592,186094,30738,63351,14737,41231,6557,46808,4867,26945,3930,4088,1498,0,96,0,0,0,0,0,0
2021-07,5호선,409,종로3가,30,4,691,604,1787,6408,2755,13361,3816,37079,3887,30348,5276,22675,9553,22938,12104,22640,14206,22843,15813,18236,18764,16618,23923,16149,33490,16096,47860,19010,25434,9643,20648,3869,25726,2389,16839,2346,1917,1020,0,97,0,0,0,0,0,0
2021-07,5호선,410,을지로4가,1,0,350,449,660,6076,956,16140,1837,42224,2218,18078,3078,10189,4287,8187,5154,7237,5880,6595,6860,6452,8289,5221,10349,4099,20455,3671,34904,3899,14748,1921,7692,1131,5752,911,4293,736,741,352,0,16,0,0,0,0,0,0
2021-07,5호선,411,동대문역사문화공원(DDP),0,0,150,307,562,2719,1004,8575,1728,26689,1257,9219,1225,3133,1519,2583,1628,2422,1864,2771,2339,2422,2746,2172,3658,1889,9548,2071,18744,2424,6909,1444,3320,808,2775,886,2029,728,462,376,2,40,0,0,0,0,0,0
2021-07,5호선,412,청구,1,0,1639,236,2806,1674,6305,3500,9032,14289,5907,6391,4440,4058,4160,3291,4262,3573,4537,3863,4619,3847,4575,3948,5114,4409,7311,6062,13287,9093,7645,6394,4203,4000,3401,3757,2582,4050,722,1552,0,75,0,0,0,0,0,0
2021-07,5호선,413,신금호,22,0,3009,342,6435,2578,18511,6504,24025,13683,12449,6783,8014,5492,6832,5524,7758,6071,7558,6260,6095,6367,6345,7799,7968,9349,8147,13221,9135,23219,6247,15190,4196,8960,3317,7450,2588,8065,627,3010,2,219,0,0,0,0,0,0
2021-07,5호선,414,행당,9,0,4165,745,10985,2738,28154,4579,38315,8455,17704,6379,11034,5142,9445,5685,9622,6959,8831,6968,7928,7178,8166,8695,7704,10696,8760,15808,8798,30125,5494,19535,4257,11288,3717,9937,3077,10292,664,3556,7,157,0,0,0,0,0,0
2021-07,5호선,415,왕십리(성동구청),54,1,2149,392,2174,2660,5511,5465,8616,17371,4614,7831,4471,6419,4679,5526,5104,6304,5530,7207,5780,6542,6359,6572,7717,7123,9555,8662,14117,13732,7873,7829,6408,4329,6978,3760,5684,3751,1271,1737,7,693,0,0,0,0,0,0
2021-07,5호선,416,마장,0,0,2417,637,5624,3235,14299,6116,18819,13801,9836,6853,6901,5175,6164,4866,6591,5500,6234,4965,6179,5228,6154,5949,7263,6717,8682,9063,10835,14341,6246,10322,3768,6042,3377,5608,2669,5671,658,2426,11,194,0,0,0,0,0,0
2021-07,5호선,417,답십리,9,0,9183,1117,16979,6610,51682,13244,68830,33250,31057,15818,17403,11239,15705,11306,16374,13000,15773,13323,14392,13503,14655,15742,16826,19262,22511,27553,30345,53652,15617,38148,9519,19929,8007,18255,6450,18162,1488,7277,11,604,0,0,0,0,0,0
2021-07,5호선,418,장한평,10,0,6852,1228,17613,11002,48218,21944,64185,64612,31394,28539,18820,16239,16677,14099,18276,15178,17909,15674,17278,15266,18304,17529,23659,21431,33237,31627,52690,56665,23030,41104,13213,22379,11441,18120,8630,18708,1934,7067,13,758,0,0,0,0,0,0
2021-07,5호선,419,군자(능동),34,4,7460,920,11430,5131,30950,7293,42908,22617,19735,15215,11632,9441,10684,9724,11637,11094,11387,11920,10409,12221,10987,14135,12899,17043,16784,25812,21940,46859,12448,32041,9775,16874,10375,14835,9238,15680,1805,7049,3,2268,0,0,0,0,0,0
2021-07,5호선,420,아차산(어린이대공원후문),1,0,9051,1612,15616,5297,40260,10183,53040,20153,28468,16489,18625,15726,15879,14141,18236,14899,18230,15550,16296,14644,16993,18048,18438,21126,19525,28970,21752,50066,13252,35805,9947,19726,9077,17396,6648,16682,1487,7046,0,136,0,0,0,0,0,0
2021-07,5호선,421,광나루(장신대),7,0,5104,1874,14779,8306,35538,14093,40775,26223,23004,17287,15352,13496,14785,11349,15835,12151,15507,12239,14413,11892,15193,12939,18096,16038,20346,20962,25727,35684,12667,24727,8251,15638,8777,12967,7035,13980,1333,5442,0,99,0,0,0,0,0,0
2021-07,5호선,422,천호(풍납토성),26,0,7009,1698,10361,12592,25108,17319,31041,34466,19782,31476,17388,23415,20298,23486,23131,23803,23431,25007,24164,25200,27854,26559,32444,29059,41286,35173,45101,49897,32824,35464,30476,17360,23692,15570,17975,14158,3036,6358,1,421,0,0,0,0,0,0
2021-07,5호선,423,강동,40,1,11203,1439,19171,11864,50502,26690,61882,47046,32306,24737,21271,17038,20015,14496,20883,15702,19336,17260,18414,16651,20470,19038,22271,22052,35277,30252,42731,49671,18594,38402,13119,23083,10913,20724,8107,21222,2046,10668,18,894,0,0,0,0,0,0
2021-07,5호선,424,길동,1,0,4809,732,8525,4160,20142,6594,25377,16836,12723,12789,10600,9801,10156,9210,11016,9579,11086,10544,9585,9942,10082,11896,11708,13551,13754,16488,16409,25202,7928,19206,5891,10839,5404,7932,4140,9011,653,3155,3,415,0,0,0,0,0,0
2021-07,5호선,425,굽은다리(강동구민회관앞),1,0,6854,599,12848,2818,32561,6152,35472,14659,19747,9361,13765,8536,12192,8521,12312,10086,12614,10618,11266,10901,11226,12145,11612,14694,12730,18038,13977,34028,7617,25533,5818,14252,6035,12564,4480,13697,763,5028,16,695,0,0,0,0,0,0
2021-07,5호선,426,명일,3,0,4860,686,11798,3374,32598,6038,28872,10489,14795,9032,11728,7293,10512,7609,10719,8289,9831,8749,8907,8918,9161,11085,10288,13356,9957,16912,11119,31935,6627,28712,4519,12513,4301,10854,3452,10321,630,4991,3,458,0,0,0,0,0,0
2021-07,5호선,427,고덕,3,0,3455,1429,10617,5423,27854,12049,22407,18043,13831,11691,12007,9466,12241,8809,11860,10214,11249,12226,11733,11112,12933,11338,15468,12588,17401,15409,14835,25700,7931,24346,6107,11507,6267,9661,5502,9291,1104,4531,2,449,0,0,0,0,0,0
2021-07,5호선,428,상일동,10,0,9030,1074,29041,5663,81132,10885,52669,16667,28074,10009,19023,8119,16769,9296,16882,11492,15727,11929,14170,12817,14405,16163,15812,19593,16951,28141,17678,51982,9475,49418,6840,26315,4888,21358,3791,20251,902,10525,3,1456,0,0,0,0,0,0
2021-07,5호선,429,둔촌동,0,0,3717,1165,8900,8713,22271,9586,25673,19768,13493,10994,9724,8097,9533,8438,10135,9532,9808,10041,9881,9481,11080,10965,14777,12989,16381,17334,19508,25631,9168,20310,6655,9269,6148,8800,4531,7531,853,3712,1,5,0,0,0,0,0,0
2021-07,5호선,430,올림픽공원(한국체대),2,0,1103,994,5339,4265,10574,5864,10230,8392,6401,4966,5332,4204,5039,4136,5567,4902,5524,4893,5193,4074,5913,4518,7168,5347,10270,6422,8738,9383,4663,7323,2878,3937,2210,3410,3524,3142,500,1620,2,48,0,0,0,0,0,0
2021-07,5호선,431,방이,0,0,2163,772,6919,4236,17381,7604,15534,22606,9176,11945,7083,7653,6864,7047,8096,8074,8385,8548,7151,8091,8756,8465,9767,10267,12097,13429,18617,19056,8706,14293,6727,7832,7718,5974,8191,5606,691,2466,1,392,0,0,0,0,0,0
2021-07,5호선,432,오금,0,0,1107,305,2900,2774,8227,7251,7139,18888,4398,6315,3762,3544,3888,2885,4941,3304,4154,3170,3832,3032,4812,3443,6050,4110,9040,4773,13987,6911,4312,5742,2916,3477,2491,2861,2092,3280,410,1469,1,285,0,0,0,0,0,0
2021-07,5호선,433,개롱,1,0,3479,1072,7310,3564,21779,8066,18942,15899,11346,8455,8167,5865,7606,5930,8386,6467,7794,6966,6816,7033,7773,8104,9065,9672,10070,13044,12764,18063,5882,18745,4498,9062,3663,7644,2430,9250,453,2693,0,525,0,0,0,0,0,0
2021-07,5호선,434,거여,0,0,5188,538,10925,7389,30553,8424,28160,17890,15568,10271,10937,6066,9662,6472,10087,8374,9501,7776,8721,8007,9104,9204,12634,11185,14136,15486,14233,23600,6219,22752,4271,10510,3982,9882,2547,10610,520,3715,2,716,0,0,0,0,0,0
2021-07,5호선,435,마천,17,0,5960,292,11277,3217,28156,4348,24099,10482,12619,6349,7778,5735,6713,5548,7673,5912,6988,6063,6047,5917,6274,8043,7545,9473,7280,12134,8629,21052,3833,19224,3082,9364,1937,8903,1155,8822,276,4715,1,773,0,0,0,0,0,0
2021-07,5호선,436,강일,1,0,1615,291,5187,2084,11199,2922,12904,4199,7763,1845,4651,2103,3966,2402,3981,2706,3408,2479,3055,2421,2939,2850,4303,4517,4537,6921,4398,11305,1757,11774,1226,6330,947,5026,597,4804,214,2301,0,15,0,0,0,0,0,0
2021-07,5호선,437,미사,38,0,6104,304,21143,9288,57389,9857,54449,19375,25520,15395,16671,11125,15189,11417,15954,12983,14570,13341,13152,14076,15329,13525,17612,20793,21164,27659,21474,51908,11612,56704,11066,25302,12044,21372,10913,18100,1992,10189,1,863,0,1,0,0,0,0
2021-07,5호선,438,하남풍산,2,0,1450,97,4680,1499,9632,5409,9211,14357,5810,9062,4248,4711,3800,4165,4182,4120,4037,3955,4177,3571,5290,4693,6431,4593,8671,6238,12311,9404,4896,9030,3596,4738,3596,3957,2127,4157,380,1651,2,468,0,0,0,0,0,0
2021-07,5호선,439,하남시청(덕풍·신장),1,0,3501,117,7925,2415,17565,3980,14843,8896,8637,4881,7282,5451,6752,5533,7218,5997,6574,5606,6043,5675,6319,8330,7303,8318,8496,11372,9305,14581,5023,15326,3753,8504,3173,6922,2375,6542,319,3137,2,674,0,0,0,0,0,0
2021-07,5호선,440,하남검단산,8,0,2497,12,6883,2564,15851,4743,13108,7184,8005,6273,6205,7854,6282,6834,6299,6564,6456,5800,6597,5447,6896,7576,7921,7656,8288,8359,8899,12002,5538,13596,4238,6978,4315,5762,1974,5446,254,2736,0,579,0,0,0,0,0,0
2021-07,6호선,441,응암,17,0,11143,1210,24606,5573,66618,9026,80355,17468,39240,11879,23471,12309,20324,13444,21466,15388,20065,15414,17528,17393,17064,21757,17775,26346,18254,38435,18817,70462,11820,57676,9109,33884,8003,26212,6137,26936,1239,11411,1,470,0,0,0,0,0,0
2021-07,6호선,442,역촌,1,0,1848,287,5752,2083,14805,2748,15483,8125,8698,4539,5761,3660,5114,4651,5257,4634,5153,4783,4920,4825,4536,5312,4724,7112,4544,9334,5332,15675,2614,13417,1945,6736,1424,6664,1387,5812,232,3256,0,1,0,0,0,0,0,0
2021-07,6호선,443,불광,24,0,1505,449,3496,2749,9605,3009,10973,6695,6390,6704,5396,5237,5996,5368,6407,5281,6763,5648,6861,5649,7650,6335,8920,6716,8543,8394,8160,13597,5123,10157,4227,5302,3566,4201,2219,4391,308,2180,0,39,0,0,0,0,0,0
2021-07,6호선,444,독바위,2,0,1953,287,4698,1015,12120,1731,12062,3032,6134,3202,3979,3256,3618,2511,3714,2904,3381,2688,2966,2875,3075,3527,3045,4336,2662,5962,2314,10779,1552,10193,970,5539,800,4362,639,4695,187,2333,1,134,0,0,0,0,0,0
2021-07,6호선,445,연신내,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,2,0,2,0,1,0,2,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0
2021-07,6호선,446,구산,3,0,5131,151,10741,1950,27046,4692,32901,7284,16382,5086,10715,4701,9470,6056,9823,6302,8531,6453,7800,6463,8007,8057,8685,10122,8239,12219,8025,18870,4764,18861,3480,9040,3256,7694,3084,7079,577,3077,1,273,0,0,0,0,0,0
2021-07,6호선,447,새절(신사),9,0,9840,603,19996,5026,50051,6346,56419,12673,27814,8483,16801,8248,14034,8984,15030,10746,14112,11095,11915,11657,11947,15476,13661,17578,13273,25930,12988,46351,8487,38799,5475,21002,4918,17810,3920,18016,850,7659,3,1354,0,0,0,0,0,0
2021-07,6호선,448,증산(명지대앞),19,2,7558,699,15248,3675,36152,5375,43842,10004,23010,7394,14497,6702,11945,7822,11828,8597,11365,8995,10240,10129,9659,12977,10496,15553,11404,21541,10860,39433,6799,31515,4845,17180,4244,16551,3564,15126,853,6654,1,761,0,0,0,0,0,0
2021-07,6호선,449,디지털미디어시티,135,5,5392,3113,12530,13539,38540,24493,42345,65434,21851,23993,12125,11063,10696,9081,11152,9546,10257,9945,10066,9833,11717,11303,15118,14429,29130,21402,45609,37830,17054,28733,8832,15960,6820,13430,5466,13453,1365,5420,29,818,0,0,0,0,0,0
2021-07,6호선,450,월드컵경기장(성산),0,0,1128,1250,2556,3274,7834,5146,9433,9090,5340,8016,5253,7612,6006,7632,5893,8091,6050,9087,6821,8661,8714,7971,11059,7847,10902,8263,11398,11499,6363,8637,4954,4692,4927,3243,3051,2626,646,994,1,57,0,0,0,0,0,0
2021-07,6호선,451,마포구청,19,0,6699,2045,12114,8346,34606,14086,47201,34557,27772,17270,18271,12558,16343,11290,16302,13240,16181,13641,15222,13039,15634,15353,17988,17325,22428,22997,35544,39242,16240,28014,10844,17047,10448,14523,7703,15369,2029,6694,0,63,0,0,0,0,0,0
2021-07,6호선,452,망원,4,0,5103,814,9344,4793,23512,8504,34759,31663,21508,28577,15836,18578,14985,18768,16505,21813,16732,22237,17023,21395,18244,23738,19997,25319,25452,31018,34965,43042,22215,30475,17583,15007,18107,12542,13808,12050,3361,6326,0,3,0,0,0,0,0,0
2021-07,6호선,453,합정,8,1,3358,1205,5246,6153,11982,15838,18922,39240,12841,24634,9914,14815,10394,15333,12663,15560,14224,17125,14970,15367,17056,16175,19227,18023,26515,22433,42260,31374,25471,20292,21039,10094,24543,8286,20738,8664,3819,4389,0,60,0,0,0,0,0,0
2021-07,6호선,454,상수,2,0,1081,906,2863,3079,7633,5869,11725,21422,7901,16972,5413,12479,5763,11459,7426,12304,8343,13496,9063,12124,9852,12147,11759,13464,15760,16341,23962,21282,15415,14547,12244,7389,14650,5619,14905,5471,2461,2604,0,35,0,0,0,0,0,0
2021-07,6호선,455,광흥창(서강),1,0,2622,1262,6353,4298,16125,13796,22310,32375,14018,14753,9859,9076,9844,7681,9838,8095,9531,8644,9221,8214,10091,9086,11795,9570,18550,12444,28712,20602,12126,15424,7475,8820,6842,7409,5003,7862,1213,3116,0,84,0,0,0,0,0,0
2021-07,6호선,456,대흥(서강대앞),22,0,1909,790,5103,4317,13777,11264,18245,28077,11353,16255,8392,10044,8325,8593,9575,9996,9193,9924,9235,9061,10531,9222,12388,10643,16928,12533,22856,20432,11483,13259,7793,7775,7863,6838,7499,7376,1654,3255,2,119,0,0,0,0,0,0
2021-07,6호선,457,공덕,105,0,4757,1741,7424,9578,17859,34510,24590,87292,16875,43797,14090,19865,15485,15585,16667,15453,17732,15552,17987,15231,21290,14763,25075,16217,45552,21198,80229,32023,30736,21106,20886,11449,20519,9963,15905,10799,3162,3896,10,1055,0,0,0,0,0,0
